"subject","instanceid","FAMILY_INCOM"
"26-1402632",2640679,"$150, 000 to $199, 999"
"26-1402750",1603522,"$100,000 to $149,999"
"26-1402998",1004106,"$10,000 to $19,999"
"26-1403037",532805,"$150,000 or more"
"26-1403037",739186,"$150,000 or more"
"26-1403037",1131049,"$150,000 or more"
"26-1403037",1452268,"$150,000 or more"
"26-1403037",2331417,"$150,000 or more"
"26-1403112",1374514,"$100,000 to $149,999"
"26-1403112",2197741,"$100,000 to $149,999"
"26-1403112",2283382,"$100,000 to $149,999"
"26-1403243",647489,"$150,000 or more"
"26-1403243",1207141,"$150,000 or more"
"26-1403243",1285862,"$150,000 or more"
"26-1403261",62013,"$200, 000 to $299, 999"
"26-1403261",1934409,"$200, 000 to $299, 999"
"26-1403262",804140,"$150, 000 to $199, 999"
"26-1403262",936761,"$150, 000 to $199, 999"
"26-1403262",1225417,"$150, 000 to $199, 999"
"26-1403262",2197413,"$150, 000 to $199, 999"
"26-1403331",364509,"$60,000 to $79,999"
"26-1403331",1124159,"$60,000 to $79,999"
"26-1403351",2402426,"$300, 000 to $499, 999"
"26-1403507",2307638,"$150, 000 to $199, 999"
"26-1403571",2236093,"$150, 000 to $199, 999"
"26-1403571",2620483,"$150, 000 to $199, 999"
"26-1403578",219137,"$80,000 to $99,999"
"26-1403578",1910338,"$80,000 to $99,999"
"26-1403611",591501,"$80,000 to $99,999"
"26-1403673",995811,"$150, 000 to $199, 999"
"26-1403778",600867,"$100,000 to $149,999"
"26-1403778",2649089,"$100,000 to $149,999"
"26-1403861",602348,"$150, 000 to $199, 999"
"26-1403861",2176693,"$150, 000 to $199, 999"
"26-1403921",2469261,"$100,000 to $149,999"
"26-1403931",353075,"$200, 000 to $299, 999"
"26-1403931",394079,"$200, 000 to $299, 999"
"26-1403931",527763,"$200, 000 to $299, 999"
"26-1403931",730076,"$200, 000 to $299, 999"
"26-1403931",1014896,"$200, 000 to $299, 999"
"26-1403963",1426924,"$200, 000 to $299, 999"
"26-1403963",2178729,"$200, 000 to $299, 999"
"26-1403995",440837,"$100,000 to $149,999"
"26-1404084",1762683,"$100,000 to $149,999"
"26-1404181",2515936,"$60,000 to $79,999"
"26-1404210",889319,"$200, 000 to $299, 999"
"26-1404210",1929387,"$200, 000 to $299, 999"
"26-1404244",795567,"$150,000 or more"
"26-1404244",1833158,"$150,000 or more"
"26-1404244",2647177,"$150,000 or more"
"26-1404262",448179,"$200, 000 to $299, 999"
"26-1404262",2332980,"$200, 000 to $299, 999"
"26-1404351",188947,"$100,000 to $149,999"
"26-1404351",403081,"$100,000 to $149,999"
"26-1404351",600712,"$100,000 to $149,999"
"26-1404351",613476,"$100,000 to $149,999"
"26-1404351",1631236,"$100,000 to $149,999"
"26-1404438",518876,"$150, 000 to $199, 999"
"26-1404438",1681502,"$150, 000 to $199, 999"
"26-1404438",2406890,"$150, 000 to $199, 999"
"26-1404565",165455,"$60,000 to $79,999"
"26-1404654",164824,"$100,000 to $149,999"
"26-1404662",1266698,"$150, 000 to $199, 999"
"26-1404662",2006784,"$150, 000 to $199, 999"
"26-1404662",2381809,"$150, 000 to $199, 999"
"26-1404662",2387498,"$150, 000 to $199, 999"
"26-1404662",2578124,"$150, 000 to $199, 999"
"26-1404821",125187,"$100,000 to $149,999"
"26-1404821",1849396,"$100,000 to $149,999"
"26-1404821",1915227,"$100,000 to $149,999"
"26-1404837",1772034,"$80,000 to $99,999"
"26-1404837",1801764,"$80,000 to $99,999"
"26-1404917",666503,"$60,000 to $79,999"
"26-1404917",1717005,"$60,000 to $79,999"
"26-1404917",2219673,"$60,000 to $79,999"
"26-1404917",2418818,"$60,000 to $79,999"
"26-1404917",2600344,"$60,000 to $79,999"
"26-1404959",576422,"$150,000 or more"
"26-1404959",949910,"$150,000 or more"
"26-1404959",1604152,"$150,000 or more"
"26-1404961",362223,"$60,000 to $79,999"
"26-1404961",755427,"$60,000 to $79,999"
"26-1405014",369239,"$100,000 to $149,999"
"26-1405014",802223,"$100,000 to $149,999"
"26-1405014",1356541,"$100,000 to $149,999"
"26-1405014",2045361,"$100,000 to $149,999"
"26-1405301",1839956,"$150,000 or more"
"26-1405308",808099,"$100,000 to $149,999"
"26-1405308",2073558,"$100,000 to $149,999"
"26-1405310",875920,"$150,000 or more"
"26-1405310",1165475,"$150,000 or more"
"26-1405310",1194234,"$150,000 or more"
"26-1405310",1857267,"$150,000 or more"
"26-1405310",2483738,"$150,000 or more"
"26-1405322",37473,"$500, 000 or more"
"26-1405322",1457068,"$100,000 to $149,999"
"26-1405322",1792368,"$100,000 to $149,999"
"26-1405322",2132625,"$100,000 to $149,999"
"26-1405322",2354259,"$500, 000 or more"
"26-1405322",2382190,"$500, 000 or more"
"26-1405332",2281875,"$500, 000 or more"
"26-1405332",2309044,"$500, 000 or more"
"26-1405386",921958,"$80,000 to $99,999"
"26-1405386",2356198,"$80,000 to $99,999"
"26-1405387",555357,"$100,000 to $149,999"
"26-1405390",1560266,"$500, 000 or more"
"26-1405394",146376,"$30,000 to $39,999"
"26-1405394",1064405,"$30,000 to $39,999"
"26-1405394",1998804,"$30,000 to $39,999"
"26-1405482",906807,"$60,000 to $79,999"
"26-1405482",1877766,"$60,000 to $79,999"
"26-1405609",1071809,"$150, 000 to $199, 999"
"26-1405609",1196652,"$150, 000 to $199, 999"
"26-1405609",1470067,"$150, 000 to $199, 999"
"26-1405609",2299858,"$150, 000 to $199, 999"
"26-1405616",1878484,"$150, 000 to $199, 999"
"26-1405616",2211655,"$150, 000 to $199, 999"
"26-1405616",2445677,"$150, 000 to $199, 999"
"26-1405832",483677,"$150, 000 to $199, 999"
"26-1405832",1165294,"$150, 000 to $199, 999"
"26-1405832",2026204,"$150, 000 to $199, 999"
"26-1405907",2238111,"$60,000 to $79,999"
"26-1405907",2280747,"$60,000 to $79,999"
"26-1406026",205598,"$150, 000 to $199, 999"
"26-1406026",868806,"$150, 000 to $199, 999"
"26-1406026",1692926,"$150, 000 to $199, 999"
"26-1406075",152072,"Less than $10,000"
"26-1406075",1314932,"Less than $10,000"
"26-1406075",2524354,"Less than $10,000"
"26-1406169",40906,"$60,000 to $79,999"
"26-1406169",220132,"$60,000 to $79,999"
"26-1406169",1475258,"$60,000 to $79,999"
"26-1406169",2554168,"$60,000 to $79,999"
"26-1406268",816618,"$300, 000 to $499, 999"
"26-1406268",2259057,"$300, 000 to $499, 999"
"26-1406413",604096,"$300, 000 to $499, 999"
"26-1406413",1339843,"$300, 000 to $499, 999"
"26-1406413",1812087,"$300, 000 to $499, 999"
"26-1406521",1728811,"$150,000 or more"
"26-1406568",61948,"$100,000 to $149,999"
"26-1406568",503183,"$100,000 to $149,999"
"26-1406568",629653,"$100,000 to $149,999"
"26-1406568",794096,"$100,000 to $149,999"
"26-1406568",1628172,"$100,000 to $149,999"
"26-1406568",2485886,"$100,000 to $149,999"
"26-1406607",2304877,"$40,000 to $49,999"
"26-1406643",1140343,"$150, 000 to $199, 999"
"26-1406643",1307512,"$150, 000 to $199, 999"
"26-1406643",1448997,"$150, 000 to $199, 999"
"26-1406674",111941,"$150,000 or more"
"26-1406674",369354,"$150,000 or more"
"26-1406674",1130123,"$150,000 or more"
"26-1406674",1163160,"$150,000 or more"
"26-1406674",1975437,"$150,000 or more"
"26-1406674",2230151,"$150,000 or more"
"26-1406734",1185473,"$30,000 to $39,999"
"26-1406734",2275163,"$30,000 to $39,999"
"26-1406754",1208141,"$100,000 to $149,999"
"26-1406754",1402450,"$100,000 to $149,999"
"26-1406754",1503754,"$100,000 to $149,999"
"26-1406754",2090867,"$100,000 to $149,999"
"26-1406754",2302867,"$100,000 to $149,999"
"26-1406754",2330841,"$100,000 to $149,999"
"26-1406760",277932,"$60,000 to $79,999"
"26-1406760",305041,"$60,000 to $79,999"
"26-1406870",427707,"$150, 000 to $199, 999"
"26-1406870",736187,"$150, 000 to $199, 999"
"26-1406870",811727,"$150, 000 to $199, 999"
"26-1406870",1326944,"$150, 000 to $199, 999"
"26-1406870",1847392,"$150, 000 to $199, 999"
"26-1406968",2135830,"$50,000 to $59,999"
"26-1407072",225980,"$80,000 to $99,999"
"26-1407072",1983447,"$80,000 to $99,999"
"26-1407226",1027164,"$150, 000 to $199, 999"
"26-1407226",1058120,"$150, 000 to $199, 999"
"26-1407226",1156508,"$150, 000 to $199, 999"
"26-1407226",1884983,"$150, 000 to $199, 999"
"26-1407406",471139,"$200, 000 to $299, 999"
"26-1407406",2007377,"$200, 000 to $299, 999"
"26-1407406",2286118,"$200, 000 to $299, 999"
"26-1407508",724778,"$500, 000 or more"
"26-1407716",619669,"$150,000 or more"
"26-1407760",132521,"$150,000 or more"
"26-1407760",1501414,"$150,000 or more"
"26-1407789",1013227,"$100,000 to $149,999"
"26-1407789",1159164,"$100,000 to $149,999"
"26-1407827",1905946,"$150, 000 to $199, 999"
"26-1407988",837659,"$150,000 or more"
"26-1407988",1049894,"$150,000 or more"
"26-1407988",1160121,"$150,000 or more"
"26-1407988",1460498,"$150,000 or more"
"26-1407988",2460878,"$150,000 or more"
"26-1408053",2145226,"$100,000 to $149,999"
"26-1408053",2346174,"$100,000 to $149,999"
"26-1408219",1804680,"$150,000 or more"
"26-1408278",1931786,"$150, 000 to $199, 999"
"26-1408278",2203991,"$150, 000 to $199, 999"
"26-1408297",234823,"$150,000 or more"
"26-1408297",902207,"$150,000 or more"
"26-1408297",1520625,"$150,000 or more"
"26-1408297",2028454,"$150,000 or more"
"26-1408424",22891,"$200, 000 to $299, 999"
"26-1408424",2047567,"$200, 000 to $299, 999"
"26-1408550",179975,"$100,000 to $149,999"
"26-1408550",791324,"$100,000 to $149,999"
"26-1408703",1630207,"Less than $10,000"
"26-1408703",2291101,"Less than $10,000"
"26-1408734",391421,"$80,000 to $99,999"
"26-1408734",1938677,"$80,000 to $99,999"
"26-1408829",289843,"$200, 000 to $299, 999"
"26-1408829",1415633,"$200, 000 to $299, 999"
"26-1408829",2627236,"$200, 000 to $299, 999"
"26-1408841",1605337,"$80,000 to $99,999"
"26-1408873",1049954,"$100,000 to $149,999"
"26-1408873",1622547,"$100,000 to $149,999"
"26-1408960",445403,"$150, 000 to $199, 999"
"26-1408960",2034784,"$150, 000 to $199, 999"
"26-1408994",536941,"$20,000 to $29,999"
"26-1408994",1259489,"$20,000 to $29,999"
"26-1408994",2425350,"$20,000 to $29,999"
"26-1409160",272704,"$150, 000 to $199, 999"
"26-1409160",357165,"$150, 000 to $199, 999"
"26-1409160",881852,"$150, 000 to $199, 999"
"26-1409176",386789,"$30,000 to $39,999"
"26-1409176",965821,"$30,000 to $39,999"
"26-1409176",1064176,"$30,000 to $39,999"
"26-1409209",978233,"$150,000 or more"
"26-1409281",486826,"$150, 000 to $199, 999"
"26-1409281",1040535,"$150, 000 to $199, 999"
"26-1409281",1675366,"$150, 000 to $199, 999"
"26-1409281",2249058,"$150, 000 to $199, 999"
"26-1409495",753671,"$100,000 to $149,999"
"26-1409495",2338051,"$100,000 to $149,999"
"26-1409495",2542637,"$100,000 to $149,999"
"26-1409505",594706,"$150,000 or more"
"26-1409505",2155853,"$150,000 or more"
"26-1409505",2311357,"$150,000 or more"
"26-1409646",1925882,"$200, 000 to $299, 999"
"26-1409699",1178022,"$150,000 or more"
"26-1409699",1416710,"$150,000 or more"
"26-1409758",190256,"$150, 000 to $199, 999"
"26-1409758",1494666,"$150, 000 to $199, 999"
"26-1409758",2353565,"$150, 000 to $199, 999"
"26-1409826",383813,"$100,000 to $149,999"
"26-1409847",503225,"$150,000 or more"
"26-1409847",877243,"$150,000 or more"
"26-1409847",1484904,"$150,000 or more"
"26-1409857",1697491,"$100,000 to $149,999"
"26-1409857",1862515,"$100,000 to $149,999"
"26-1409944",1551696,"$150,000 or more"
"26-1409947",600801,"$500, 000 or more"
"26-1409947",629486,"$500, 000 or more"
"26-1861020",257647,"$100,000 to $149,999"
"26-1861020",1160158,"$100,000 to $149,999"
"26-1861020",1367949,"$100,000 to $149,999"
"26-1861020",1643158,"$100,000 to $149,999"
"26-1861020",2456830,"$100,000 to $149,999"
"26-1861025",202721,"$200, 000 to $299, 999"
"26-1861025",397877,"$200, 000 to $299, 999"
"26-1861025",588670,"$200, 000 to $299, 999"
"26-1861025",1921011,"$200, 000 to $299, 999"
"26-1861056",1758110,"$150,000 or more"
"26-1861070",91991,"$150, 000 to $199, 999"
"26-1861070",804659,"$150, 000 to $199, 999"
"26-1861076",286654,"$150, 000 to $199, 999"
"26-1861076",377860,"$150, 000 to $199, 999"
"26-1861076",766422,"$150, 000 to $199, 999"
"26-1861076",1517126,"$150, 000 to $199, 999"
"26-1861076",1852895,"$150, 000 to $199, 999"
"26-1861127",1122428,"$40,000 to $49,999"
"26-1861127",1384526,"$40,000 to $49,999"
"26-1861474",939654,"$80,000 to $99,999"
"26-1861474",1905197,"$80,000 to $99,999"
"26-1861474",2002984,"$80,000 to $99,999"
"26-1861514",106206,"$100,000 to $149,999"
"26-1861514",1782624,"$100,000 to $149,999"
"26-1861514",2390905,"$100,000 to $149,999"
"26-1861529",1418656,"$150,000 or more"
"26-1861564",718264,"$60,000 to $79,999"
"26-1861688",734614,"$80,000 to $99,999"
"26-1861688",2110189,"$80,000 to $99,999"
"26-1861691",1220371,"$200, 000 to $299, 999"
"26-1861691",1868607,"$200, 000 to $299, 999"
"26-1861842",1984368,"$20,000 to $29,999"
"26-1861842",2350141,"$20,000 to $29,999"
"26-1861842",2480412,"$20,000 to $29,999"
"26-1861842",2528234,"$20,000 to $29,999"
"26-1861905",2403768,"$100,000 to $149,999"
"26-1862062",586256,"$150, 000 to $199, 999"
"26-1862062",1915042,"$150, 000 to $199, 999"
"26-1862062",2282591,"$150, 000 to $199, 999"
"26-1862108",764146,"$100,000 to $149,999"
"26-1862108",1118392,"$100,000 to $149,999"
"26-1862171",353708,"$150, 000 to $199, 999"
"26-1862171",1375747,"$150, 000 to $199, 999"
"26-1862394",543083,"$30,000 to $39,999"
"26-1862524",141617,"$150, 000 to $199, 999"
"26-1862524",699341,"$150, 000 to $199, 999"
"26-1862524",1004142,"$150, 000 to $199, 999"
"26-1862666",2397089,"$150,000 or more"
"26-1862713",170036,"$200, 000 to $299, 999"
"26-1862713",770237,"$200, 000 to $299, 999"
"26-1862713",1067701,"$200, 000 to $299, 999"
"26-1862713",2381546,"$200, 000 to $299, 999"
"26-1862728",14352,"$200, 000 to $299, 999"
"26-1862728",1349817,"$200, 000 to $299, 999"
"26-1862728",1495473,"$200, 000 to $299, 999"
"26-1862728",2267634,"$200, 000 to $299, 999"
"26-1862831",965880,"$200, 000 to $299, 999"
"26-1862831",1352193,"$200, 000 to $299, 999"
"26-1862858",2527220,"$200, 000 to $299, 999"
"26-1862879",334303,"$80,000 to $99,999"
"26-1862879",942967,"$80,000 to $99,999"
"26-1862879",1038249,"$80,000 to $99,999"
"26-1862879",1308020,"$80,000 to $99,999"
"26-1862879",1440775,"$80,000 to $99,999"
"26-1862879",1747248,"$80,000 to $99,999"
"26-1862901",160524,"$200, 000 to $299, 999"
"26-1862901",168629,"$200, 000 to $299, 999"
"26-1862938",778827,"$200, 000 to $299, 999"
"26-1862938",2442115,"$200, 000 to $299, 999"
"26-1863035",1239963,"$500, 000 or more"
"26-1863035",1556741,"$500, 000 or more"
"26-1863035",2021894,"$500, 000 or more"
"26-1863035",2548034,"$500, 000 or more"
"26-1863061",1318318,"$150,000 or more"
"26-1863061",2066447,"$150,000 or more"
"26-1863067",423122,"$100,000 to $149,999"
"26-1863067",963835,"$100,000 to $149,999"
"26-1863067",1970051,"$100,000 to $149,999"
"26-1863119",1791443,"$100,000 to $149,999"
"26-1863221",193586,"$150, 000 to $199, 999"
"26-1863221",1796266,"$150, 000 to $199, 999"
"26-1863225",171627,"$100,000 to $149,999"
"26-1863237",1823614,"$40,000 to $49,999"
"26-1863237",2085121,"$40,000 to $49,999"
"26-1863272",733240,"$20,000 to $29,999"
"26-1863272",2614164,"$20,000 to $29,999"
"26-1863450",1365778,"$150, 000 to $199, 999"
"26-1863466",735652,"$100,000 to $149,999"
"26-1863466",1325607,"$100,000 to $149,999"
"26-1863466",2131760,"$100,000 to $149,999"
"26-1863466",2288573,"$100,000 to $149,999"
"26-1863541",189946,"$150,000 or more"
"26-1863555",841914,"$100,000 to $149,999"
"26-1863555",1333072,"$100,000 to $149,999"
"26-1863555",2030137,"$100,000 to $149,999"
"26-1863583",172245,"$100,000 to $149,999"
"26-1863583",405251,"$100,000 to $149,999"
"26-1863583",2127798,"$100,000 to $149,999"
"26-1864101",684142,"$200, 000 to $299, 999"
"26-1864101",1083054,"$200, 000 to $299, 999"
"26-1864139",79604,"$60,000 to $79,999"
"26-1864139",404935,"$60,000 to $79,999"
"26-1864139",419504,"$60,000 to $79,999"
"26-1864139",568118,"$60,000 to $79,999"
"26-1864158",141799,"$150, 000 to $199, 999"
"26-1864158",1927707,"$150, 000 to $199, 999"
"26-1864158",2061247,"$150, 000 to $199, 999"
"26-1864283",1769216,"$100,000 to $149,999"
"26-1864368",2224494,"$80,000 to $99,999"
"26-1864415",255334,"$150,000 or more"
"26-1864415",1864645,"$150,000 or more"
"26-1864415",2036802,"$150,000 or more"
"26-1864454",1287766,"$200, 000 to $299, 999"
"26-1864454",1338543,"$200, 000 to $299, 999"
"26-1864519",665386,"$200, 000 to $299, 999"
"26-1864519",2106677,"$200, 000 to $299, 999"
"26-1864540",208359,"$100,000 to $149,999"
"26-1864540",907748,"$100,000 to $149,999"
"26-1864543",91573,"$300, 000 to $499, 999"
"26-1864543",2002064,"$300, 000 to $499, 999"
"26-1864708",3116,"$300, 000 to $499, 999"
"26-1864708",1233739,"$300, 000 to $499, 999"
"26-1864708",2348955,"$300, 000 to $499, 999"
"26-1864860",786815,"$40,000 to $49,999"
"26-1864860",1194727,"$80,000 to $99,999"
"26-1864860",1400697,"$80,000 to $99,999"
"26-1864860",1427260,"$40,000 to $49,999"
"26-1864860",1802066,"$80,000 to $99,999"
"26-1864860",2274005,"$40,000 to $49,999"
"26-1864889",1772426,"$300, 000 to $499, 999"
"26-1864947",1350519,"$40,000 to $49,999"
"26-1864947",1378055,"$40,000 to $49,999"
"26-1864947",1418232,"$40,000 to $49,999"
"26-1864947",2430356,"$40,000 to $49,999"
"26-1864972",750301,"$80,000 to $99,999"
"26-1865005",1335161,"$150,000 or more"
"26-1865005",1510940,"$150,000 or more"
"26-1865005",2038661,"$150,000 or more"
"26-1865180",437194,"$150, 000 to $199, 999"
"26-1865180",2332963,"$150, 000 to $199, 999"
"26-1865280",1849879,"$80,000 to $99,999"
"26-1865312",1092686,"$100,000 to $149,999"
"26-1865312",2446687,"$100,000 to $149,999"
"26-1865334",460622,"$200, 000 to $299, 999"
"26-1865334",948077,"$200, 000 to $299, 999"
"26-1865334",1448965,"$200, 000 to $299, 999"
"26-1865334",2212429,"$200, 000 to $299, 999"
"26-1865361",813829,"$200, 000 to $299, 999"
"26-1865361",1882723,"$200, 000 to $299, 999"
"26-1865430",1508698,"$200, 000 to $299, 999"
"26-1865430",1716012,"$200, 000 to $299, 999"
"26-1865511",77973,"$100,000 to $149,999"
"26-1865511",840626,"$100,000 to $149,999"
"26-1865530",520488,"$100,000 to $149,999"
"26-1865530",1440214,"$100,000 to $149,999"
"26-1865876",1580917,"$80,000 to $99,999"
"26-1865907",230349,"$50,000 to $59,999"
"26-1865907",1497277,"$50,000 to $59,999"
"26-1865907",1606711,"$50,000 to $59,999"
"26-1865907",1814311,"$50,000 to $59,999"
"26-1865907",2006153,"$50,000 to $59,999"
"26-1866008",345974,"$100,000 to $149,999"
"26-1866008",1288811,"$100,000 to $149,999"
"26-1866094",1927370,"$100,000 to $149,999"
"26-1866183",2151935,"$500, 000 or more"
"26-1866187",2152018,"$150,000 or more"
"26-1866187",2155015,"$150,000 or more"
"26-1866213",208696,"$500, 000 or more"
"26-1866213",913788,"$500, 000 or more"
"26-1866213",1082493,"$500, 000 or more"
"26-1866213",1473002,"$500, 000 or more"
"26-1866373",882460,"$80,000 to $99,999"
"26-1866415",200761,"$200, 000 to $299, 999"
"26-1866415",514495,"$200, 000 to $299, 999"
"26-1866415",577879,"$200, 000 to $299, 999"
"26-1866435",1615863,"$40,000 to $49,999"
"26-1866450",395739,"$150, 000 to $199, 999"
"26-1866450",1042387,"$150, 000 to $199, 999"
"26-1866484",119259,"Less than $10,000"
"26-1866484",554004,"Less than $10,000"
"26-1866572",1262706,"$100,000 to $149,999"
